stop_id,day,time
128N,34 St - Penn Station,SAT,72852
128S,34 St - Penn Station,SAT,67194
128N,34 St - Penn Station,SAT,73572
128S,34 St - Penn Station,SAT,67914
128N,34 St - Penn Station,SAT,74292
128S,34 St - Penn Station,SAT,68634
128N,34 St - Penn Station,SAT,75012
128S,34 St - Penn Station,SAT,69354
128N,34 St - Penn Station,SAT,75732
128S,34 St - Penn Station,SAT,70074
128N,34 St - Penn Station,SAT,76452
128S,34 St - Penn Station,SAT,70794
128N,34 St - Penn Station,SAT,77172
128S,34 St - Penn Station,SAT,71514
128N,34 St - Penn Station,SAT,77892
128S,34 St - Penn Station,SAT,72234
128N,34 St - Penn Station,SAT,78612
128S,34 St - Penn Station,SAT,72954
128N,34 St - Penn Station,SAT,79332
128S,34 St - Penn Station,SAT,73674
128N,34 St - Penn Station,SAT,80052
128S,34 St - Penn Station,SAT,74394
128N,34 St - Penn Station,SAT,80772
128S,34 St - Penn Station,SAT,75114
128N,34 St - Penn Station,SAT,81492
128S,34 St - Penn Station,SAT,75834
128N,34 St - Penn Station,SAT,82212
128S,34 St - Penn Station,SAT,76554
128N,34 St - Penn Station,SAT,82932
128S,34 St - Penn Station,SAT,77274
128N,34 St - Penn Station,SAT,83592
128S,34 St - Penn Station,SAT,77994
128N,34 St - Penn Station,SAT,84312
128S,34 St - Penn Station,SAT,78714
128N,34 St - Penn Station,SAT,85032
128S,34 St - Penn Station,SAT,79434
128S,34 St - Penn Station,SAT,80154
128N,34 St - Penn Station,SAT,85872
128S,34 St - Penn Station,SAT,81054
128N,34 St - Penn Station,SAT,86712
128S,34 St - Penn Station,SAT,82074
128S,34 St - Penn Station,SAT,83094
128S,34 St - Penn Station,SAT,84234
128N,34 St - Penn Station,SUN,31602
128N,34 St - Penn Station,SUN,32712
128N,34 St - Penn Station,SUN,33702
128N,34 St - Penn Station,SUN,34536
128S,34 St - Penn Station,SUN,28914
128N,34 St - Penn Station,SUN,35376
128S,34 St - Penn Station,SUN,29754
128N,34 St - Penn Station,SUN,36096
128S,34 St - Penn Station,SUN,30474
128N,34 St - Penn Station,SUN,36816
128S,34 St - Penn Station,SUN,31194
128N,34 St - Penn Station,SUN,37536
128S,34 St - Penn Station,SUN,31944
128N,34 St - Penn Station,SUN,38256
128S,34 St - Penn Station,SUN,32664
128N,34 St - Penn Station,SUN,38976
128S,34 St - Penn Station,SUN,33384
128N,34 St - Penn Station,SUN,39696
128S,34 St - Penn Station,SUN,34104
128N,34 St - Penn Station,SUN,40416
128S,34 St - Penn Station,SUN,34824
128N,34 St - Penn Station,SUN,41136
128S,34 St - Penn Station,SUN,35544
128N,34 St - Penn Station,SUN,41856
128S,34 St - Penn Station,SUN,36264
128N,34 St - Penn Station,SUN,42576
128S,34 St - Penn Station,SUN,36984
128N,34 St - Penn Station,SUN,43296
128S,34 St - Penn Station,SUN,37704
128N,34 St - Penn Station,SUN,44016
128S,34 St - Penn Station,SUN,38424
128N,34 St - Penn Station,SUN,44736
128S,34 St - Penn Station,SUN,39144
128N,34 St - Penn Station,SUN,45456
128S,34 St - Penn Station,SUN,39864
128N,34 St - Penn Station,SUN,46176
128S,34 St - Penn Station,SUN,40584
128N,34 St - Penn Station,SUN,46896
128S,34 St - Penn Station,SUN,41304
128N,34 St - Penn Station,SUN,47616
128S,34 St - Penn Station,SUN,42024
128N,34 St - Penn Station,SUN,48336
128S,34 St - Penn Station,SUN,42744
128N,34 St - Penn Station,SUN,49056
128S,34 St - Penn Station,SUN,43464
128N,34 St - Penn Station,SUN,49776
128S,34 St - Penn Station,SUN,44184
128N,34 St - Penn Station,SUN,50496
128S,34 St - Penn Station,SUN,44904
128N,34 St - Penn Station,SUN,51216
128S,34 St - Penn Station,SUN,45624
128N,34 St - Penn Station,SUN,51936
128S,34 St - Penn Station,SUN,46344
128N,34 St - Penn Station,SUN,52656
128S,34 St - Penn Station,SUN,47064
128N,34 St - Penn Station,SUN,53376
128S,34 St - Penn Station,SUN,47784
128N,34 St - Penn Station,SUN,54096
128S,34 St - Penn Station,SUN,48504
128N,34 St - Penn Station,SUN,54816
128S,34 St - Penn Station,SUN,49224
128N,34 St - Penn Station,SUN,55536
128S,34 St - Penn Station,SUN,49944
128N,34 St - Penn Station,SUN,56256
128S,34 St - Penn Station,SUN,50664
128N,34 St - Penn Station,SUN,56976
128S,34 St - Penn Station,SUN,51384
128N,34 St - Penn Station,SUN,57696
128S,34 St - Penn Station,SUN,52104
128N,34 St - Penn Station,SUN,58416
128S,34 St - Penn Station,SUN,52824
128N,34 St - Penn Station,SUN,59136
128S,34 St - Penn Station,SUN,53544
128N,34 St - Penn Station,SUN,59856
128S,34 St - Penn Station,SUN,54264
128N,34 St - Penn Station,SUN,60576
128S,34 St - Penn Station,SUN,54984
128N,34 St - Penn Station,SUN,61296
128S,34 St - Penn Station,SUN,55704
128N,34 St - Penn Station,SUN,62016
128S,34 St - Penn Station,SUN,56484
128N,34 St - Penn Station,SUN,62736
128S,34 St - Penn Station,SUN,57144
128N,34 St - Penn Station,SUN,63456
128S,34 St - Penn Station,SUN,57864
128N,34 St - Penn Station,SUN,64176
128S,34 St - Penn Station,SUN,58584
128N,34 St - Penn Station,SUN,64896
128S,34 St - Penn Station,SUN,59304
128N,34 St - Penn Station,SUN,65616
128S,34 St - Penn Station,SUN,60024
128N,34 St - Penn Station,SUN,66336
128S,34 St - Penn Station,SUN,60744
128N,34 St - Penn Station,SUN,67056
128S,34 St - Penn Station,SUN,61464
128N,34 St - Penn Station,SUN,67776
128S,34 St - Penn Station,SUN,62184
128N,34 St - Penn Station,SUN,68496
128S,34 St - Penn Station,SUN,62904
128N,34 St - Penn Station,SUN,69216
128S,34 St - Penn Station,SUN,63624
128N,34 St - Penn Station,SUN,69936
128S,34 St - Penn Station,SUN,64344
128N,34 St - Penn Station,SUN,70656
128S,34 St - Penn Station,SUN,65034
128N,34 St - Penn Station,SUN,71376
128S,34 St - Penn Station,SUN,65754
128N,34 St - Penn Station,SUN,72096
128S,34 St - Penn Station,SUN,66474
128N,34 St - Penn Station,SUN,72822
128S,34 St - Penn Station,SUN,67194
128N,34 St - Penn Station,SUN,73542
128S,34 St - Penn Station,SUN,67914
128N,34 St - Penn Station,SUN,74262
128S,34 St - Penn Station,SUN,68634
128N,34 St - Penn Station,SUN,74982
128S,34 St - Penn Station,SUN,69354
128N,34 St - Penn Station,SUN,75702
128S,34 St - Penn Station,SUN,70074
128N,34 St - Penn Station,SUN,76422
128S,34 St - Penn Station,SUN,70794
128N,34 St - Penn Station,SUN,77142
128S,34 St - Penn Station,SUN,71514
128N,34 St - Penn Station,SUN,77862
128S,34 St - Penn Station,SUN,72234
128N,34 St - Penn Station,SUN,78582
128S,34 St - Penn Station,SUN,72954
128N,34 St - Penn Station,SUN,79302
128S,34 St - Penn Station,SUN,73674
128N,34 St - Penn Station,SUN,80022
128S,34 St - Penn Station,SUN,74394
128N,34 St - Penn Station,SUN,80742
128S,34 St - Penn Station,SUN,75114
128N,34 St - Penn Station,SUN,81462
128S,34 St - Penn Station,SUN,75834
128N,34 St - Penn Station,SUN,82182
128S,34 St - Penn Station,SUN,76554
128N,34 St - Penn Station,SUN,82902
128S,34 St - Penn Station,SUN,77274
128N,34 St - Penn Station,SUN,83592
128S,34 St - Penn Station,SUN,77994
128N,34 St - Penn Station,SUN,84312
128S,34 St - Penn Station,SUN,78714
128N,34 St - Penn Station,SUN,85032
128S,34 St - Penn Station,SUN,79434
128S,34 St - Penn Station,SUN,80214
128N,34 St - Penn Station,SUN,85872
128S,34 St - Penn Station,SUN,81114
128N,34 St - Penn Station,SUN,86712
128S,34 St - Penn Station,SUN,82134
128S,34 St - Penn Station,SUN,83154
128S,34 St - Penn Station,SUN,84234
A28S,34 St - Penn Station,WKD,2658
A40N,High St,WKD,11760
A28N,34 St - Penn Station,WKD,12666
A28S,34 St - Penn Station,WKD,3828
A40N,High St,WKD,12960
A28N,34 St - Penn Station,WKD,13866
A28S,34 St - Penn Station,WKD,5028
A40N,High St,WKD,14160
A28N,34 St - Penn Station,WKD,15066
A28S,34 St - Penn Station,WKD,6228
A40N,High St,WKD,15360
A28N,34 St - Penn Station,WKD,16266
A28S,34 St - Penn Station,WKD,7428
A40N,High St,WKD,16560
A28N,34 St - Penn Station,WKD,17466
A28S,34 St - Penn Station,WKD,8628
A40N,High St,WKD,17760
A28N,34 St - Penn Station,WKD,18666
A28S,34 St - Penn Station,WKD,9828
A40N,High St,WKD,18960
A28N,34 St - Penn Station,WKD,19866
A28S,34 St - Penn Station,WKD,11028
A40N,High St,WKD,19860
A28N,34 St - Penn Station,WKD,20766
A28S,34 St - Penn Station,WKD,12228
A40N,High St,WKD,20700
A28N,34 St - Penn Station,WKD,21654
A40N,High St,WKD,21420
A28N,34 St - Penn Station,WKD,22374
A28S,34 St - Penn Station,WKD,13428
A40N,High St,WKD,22080
A28N,34 St - Penn Station,WKD,23034
A40N,High St,WKD,22530
A28N,34 St - Penn Station,WKD,23382
A28S,34 St - Penn Station,WKD,14628
A40N,High St,WKD,23130
A28N,34 St - Penn Station,WKD,23982
A40N,High St,WKD,23730
A28N,34 St - Penn Station,WKD,24582
A28S,34 St - Penn Station,WKD,15828
A40N,High St,WKD,24240
A28N,34 St - Penn Station,WKD,25092
A40N,High St,WKD,24720
A28N,34 St - Penn Station,WKD,25602
A40N,High St,WKD,25080
A28N,34 St - Penn Station,WKD,25962
A40N,High St,WKD,25410
A28N,34 St - Penn Station,WKD,26292
A40N,High St,WKD,25800
A28N,34 St - Penn Station,WKD,26682
A28S,34 St - Penn Station,WKD,17028
A40N,High St,WKD,26160
A28N,34 St - Penn Station,WKD,27042
A40N,High St,WKD,26520
A28N,34 St - Penn Station,WKD,27402
A40N,High St,WKD,26880
A28N,34 St - Penn Station,WKD,27762
A28S,34 St - Penn Station,WKD,18228
A40N,High St,WKD,27210
A28N,34 St - Penn Station,WKD,28092
A40N,High St,WKD,27600
A28N,34 St - Penn Station,WKD,28482
A28S,34 St - Penn Station,WKD,19428
A40N,High St,WKD,27960
A28N,34 St - Penn Station,WKD,28842
A28S,34 St - Penn Station,WKD,20238
A40N,High St,WKD,28260
A28N,34 St - Penn Station,WKD,29172
A40N,High St,WKD,28560
A28N,34 St - Penn Station,WKD,29472
A40N,High St,WKD,28800
A28N,34 St - Penn Station,WKD,29712
A40N,High St,WKD,29040
A28N,34 St - Penn Station,WKD,29952
A28S,34 St - Penn Station,WKD,21198
A40N,High St,WKD,29280
A28N,34 St - Penn Station,WKD,30192
A28S,34 St - Penn Station,WKD,22128
A40N,High St,WKD,29460
A28N,34 St - Penn Station,WKD,30372
A40N,High St,WKD,29670
A28N,34 St - Penn Station,WKD,30582
A40N,High St,WKD,29880
A28N,34 St - Penn Station,WKD,30792
A40N,High St,WKD,30030
A28N,34 St - Penn Station,WKD,30942
A40N,High St,WKD,30300
A28N,34 St - Penn Station,WKD,31212
A40N,High St,WKD,30420
A28N,34 St - Penn Station,WKD,31332
A40N,High St,WKD,30660
A28N,34 St - Penn Station,WKD,31572
A28S,34 St - Penn Station,WKD,22848
A40N,High St,WKD,30780
A28N,34 St - Penn Station,WKD,31692
A28S,34 St - Penn Station,WKD,23448
A40N,High St,WKD,30960
A28N,34 St - Penn Station,WKD,31872
A40N,High St,WKD,31200
A28N,34 St - Penn Station,WKD,32112
A40N,High St,WKD,31350
A28N,34 St - Penn Station,WKD,32262
A40N,High St,WKD,31590
A28N,34 St - Penn Station,WKD,32502
A40N,High St,WKD,31770
A28N,34 St - Penn Station,WKD,32682
A40N,High St,WKD,32040
A28N,34 St - Penn Station,WKD,32952
A28S,34 St - Penn Station,WKD,24048
A40N,High St,WKD,32250
A28N,34 St - Penn Station,WKD,33162
A28S,34 St - Penn Station,WKD,24468
A40N,High St,WKD,32610
A28N,34 St - Penn Station,WKD,33492
A28S,34 St - Penn Station,WKD,24888
A40N,High St,WKD,32910
A28N,34 St - Penn Station,WKD,33792
A28S,34 St - Penn Station,WKD,25398
A40N,High St,WKD,33240
A28N,34 St - Penn Station,WKD,34122
A28S,34 St - Penn Station,WKD,25848
A40N,High St,WKD,33660
A28N,34 St - Penn Station,WKD,34542
A40N,High St,WKD,34080
A28N,34 St - Penn Station,WKD,34962
A28S,34 St - Penn Station,WKD,26328
A28S,34 St - Penn Station,WKD,26808
A40N,High St,WKD,34500
A28N,34 St - Penn Station,WKD,35382
A28S,34 St - Penn Station,WKD,27288
A40N,High St,WKD,34920
A28N,34 St - Penn Station,WKD,35802
A40N,High St,WKD,35400
A28N,34 St - Penn Station,WKD,36282
A28S,34 St - Penn Station,WKD,27768
A40N,High St,WKD,35760
A28N,34 St - Penn Station,WKD,36642
A40N,High St,WKD,36180
A28N,34 St - Penn Station,WKD,37032
A40N,High St,WKD,36660
A28N,34 St - Penn Station,WKD,37512
A28S,34 St - Penn Station,WKD,28248
A28S,34 St - Penn Station,WKD,28728
A40N,High St,WKD,36960
A28N,34 St - Penn Station,WKD,37812
A40N,High St,WKD,37530
A28N,34 St - Penn Station,WKD,38382
A28S,34 St - Penn Station,WKD,29214
A28S,34 St - Penn Station,WKD,29646
A40N,High St,WKD,37980
A28N,34 St - Penn Station,WKD,38832
A28S,34 St - Penn Station,WKD,30066
A40N,High St,WKD,38460
A28N,34 St - Penn Station,WKD,39312
A28S,34 St - Penn Station,WKD,30486
A40N,High St,WKD,38760
A28N,34 St - Penn Station,WKD,39612
A28S,34 St - Penn Station,WKD,30846
A40N,High St,WKD,39330
A28N,34 St - Penn Station,WKD,40182
A28S,34 St - Penn Station,WKD,31266
A28S,34 St - Penn Station,WKD,31566
A40N,High St,WKD,39780
A28N,34 St - Penn Station,WKD,40632
A28S,34 St - Penn Station,WKD,31926
A40N,High St,WKD,40260
A28N,34 St - Penn Station,WKD,41112
A28S,34 St - Penn Station,WKD,32286
A40N,High St,WKD,40560
A28N,34 St - Penn Station,WKD,41412
A28S,34 St - Penn Station,WKD,32628
A28S,34 St - Penn Station,WKD,32988
A40N,High St,WKD,41070
A28N,34 St - Penn Station,WKD,41922
A40N,High St,WKD,41730
A28N,34 St - Penn Station,WKD,42582
A28S,34 St - Penn Station,WKD,33318
A28S,34 St - Penn Station,WKD,33678
A28S,34 St - Penn Station,WKD,34068
A28S,34 St - Penn Station,WKD,34398
A40N,High St,WKD,42330
A28N,34 St - Penn Station,WKD,43182
A40N,High St,WKD,42930
A28N,34 St - Penn Station,WKD,43782
A28S,34 St - Penn Station,WKD,34788
A28S,34 St - Penn Station,WKD,35118
A40N,High St,WKD,43530
A28N,34 St - Penn Station,WKD,44382
A40N,High St,WKD,44130
A28N,34 St - Penn Station,WKD,44982
A28S,34 St - Penn Station,WKD,35598
A28S,34 St - Penn Station,WKD,36078
A28S,34 St - Penn Station,WKD,36438
A40N,High St,WKD,44730
A28N,34 St - Penn Station,WKD,45582
A40N,High St,WKD,45330
A28N,34 St - Penn Station,WKD,46182
A28S,34 St - Penn Station,WKD,36798
A28S,34 St - Penn Station,WKD,37308
A40N,High St,WKD,45930
A28N,34 St - Penn Station,WKD,46782
A28S,34 St - Penn Station,WKD,37698
A40N,High St,WKD,46530
A28N,34 St - Penn Station,WKD,47382
A28S,34 St - Penn Station,WKD,38148
A40N,High St,WKD,47130
A28N,34 St - Penn Station,WKD,47982
A28S,34 St - Penn Station,WKD,38598
A40N,High St,WKD,47730
A28N,34 St - Penn Station,WKD,48582
A28S,34 St - Penn Station,WKD,39108
A40N,High St,WKD,48330
A28N,34 St - Penn Station,WKD,49182
A28S,34 St - Penn Station,WKD,39498
A40N,High St,WKD,48780
A28N,34 St - Penn Station,WKD,49632
A28S,34 St - Penn Station,WKD,39948
A40N,High St,WKD,49230
A28N,34 St - Penn Station,WKD,50082
A28S,34 St - Penn Station,WKD,40398
A40N,High St,WKD,49560
A28N,34 St - Penn Station,WKD,50412
A28S,34 St - Penn Station,WKD,40998
A40N,High St,WKD,50130
A28N,34 St - Penn Station,WKD,50982
A28S,34 St - Penn Station,WKD,41598
A40N,High St,WKD,50580
A28N,34 St - Penn Station,WKD,51432
A28S,34 St - Penn Station,WKD,42198
A40N,High St,WKD,51030
A28N,34 St - Penn Station,WKD,51882
A28S,34 St - Penn Station,WKD,42798
A40N,High St,WKD,51360
A28N,34 St - Penn Station,WKD,52212
A28S,34 St - Penn Station,WKD,43398
A40N,High St,WKD,51930
A28N,34 St - Penn Station,WKD,52782
A40N,High St,WKD,52380
A28N,34 St - Penn Station,WKD,53232
A28S,34 St - Penn Station,WKD,43998
A28S,34 St - Penn Station,WKD,44598
A40N,High St,WKD,52830
A28N,34 St - Penn Station,WKD,53682
A40N,High St,WKD,53160
A28N,34 St - Penn Station,WKD,54012
A28S,34 St - Penn Station,WKD,45198
A28S,34 St - Penn Station,WKD,45798
A40N,High St,WKD,53730
A28N,34 St - Penn Station,WKD,54582
A40N,High St,WKD,54180
A28N,34 St - Penn Station,WKD,55032
A40N,High St,WKD,54630
A28N,34 St - Penn Station,WKD,55482
A28S,34 St - Penn Station,WKD,46398
A40N,High St,WKD,54960
A28N,34 St - Penn Station,WKD,55812
A28S,34 St - Penn Station,WKD,46998
A40N,High St,WKD,55530
A28N,34 St - Penn Station,WKD,56382
A28S,34 St - Penn Station,WKD,47598
A40N,High St,WKD,55980
A28N,34 St - Penn Station,WKD,56832
A28S,34 St - Penn Station,WKD,48108
A40N,High St,WKD,56430
A28N,34 St - Penn Station,WKD,57282
A40N,High St,WKD,56880
A28N,34 St - Penn Station,WKD,57732
A28S,34 St - Penn Station,WKD,48498
A28S,34 St - Penn Station,WKD,48948
A40N,High St,WKD,57300
A28N,34 St - Penn Station,WKD,58152
A28S,34 St - Penn Station,WKD,49398
A40N,High St,WKD,57780
A28N,34 St - Penn Station,WKD,58632
A28S,34 St - Penn Station,WKD,49908
A40N,High St,WKD,58200
A28N,34 St - Penn Station,WKD,59082
A28S,34 St - Penn Station,WKD,50298
A40N,High St,WKD,58650
A28N,34 St - Penn Station,WKD,59532
A28S,34 St - Penn Station,WKD,50748
A40N,High St,WKD,58950
A28N,34 St - Penn Station,WKD,59832
A28S,34 St - Penn Station,WKD,51198
A40N,High St,WKD,59370
A28N,34 St - Penn Station,WKD,60252
A40N,High St,WKD,59670
A28N,34 St - Penn Station,WKD,60552
A28S,34 St - Penn Station,WKD,51708
A40N,High St,WKD,60090
A28N,34 St - Penn Station,WKD,60996
A40N,High St,WKD,60450
A28N,34 St - Penn Station,WKD,61356
A28S,34 St - Penn Station,WKD,52098
A28S,34 St - Penn Station,WKD,52548
A40N,High St,WKD,60810
A28N,34 St - Penn Station,WKD,61716
A40N,High St,WKD,61170
A28N,34 St - Penn Station,WKD,62076
A28S,34 St - Penn Station,WKD,52998
A28S,34 St - Penn Station,WKD,53508
A40N,High St,WKD,61470
A28N,34 St - Penn Station,WKD,62436
A40N,High St,WKD,61890
A28N,34 St - Penn Station,WKD,62796
A28S,34 St - Penn Station,WKD,53898
A28S,34 St - Penn Station,WKD,54348
A40N,High St,WKD,62250
A28N,34 St - Penn Station,WKD,63156
A40N,High St,WKD,62610
A28N,34 St - Penn Station,WKD,63516
A28S,34 St - Penn Station,WKD,54798
A28S,34 St - Penn Station,WKD,55248
A40N,High St,WKD,62970
A28N,34 St - Penn Station,WKD,63876
A40N,High St,WKD,63480
A28N,34 St - Penn Station,WKD,64386
A28S,34 St - Penn Station,WKD,55698
A28S,34 St - Penn Station,WKD,56148
A40N,High St,WKD,63930
A28N,34 St - Penn Station,WKD,64806
A40N,High St,WKD,64440
A28N,34 St - Penn Station,WKD,65316
A28S,34 St - Penn Station,WKD,56598
A28S,34 St - Penn Station,WKD,57054
A40N,High St,WKD,64920
A28N,34 St - Penn Station,WKD,65796
A40N,High St,WKD,65400
A28N,34 St - Penn Station,WKD,66252
A28S,34 St - Penn Station,WKD,57534
A40N,High St,WKD,65850
A28N,34 St - Penn Station,WKD,66702
A28S,34 St - Penn Station,WKD,57954
A40N,High St,WKD,66360
A28N,34 St - Penn Station,WKD,67212
A28S,34 St - Penn Station,WKD,58344
A40N,High St,WKD,66840
A28N,34 St - Penn Station,WKD,67692
A28S,34 St - Penn Station,WKD,58734
A40N,High St,WKD,67320
A28N,34 St - Penn Station,WKD,68172
A28S,34 St - Penn Station,WKD,59034
A28S,34 St - Penn Station,WKD,59334
A28S,34 St - Penn Station,WKD,59574
A40N,High St,WKD,67800
A28N,34 St - Penn Station,WKD,68652
A40N,High St,WKD,68370
A28N,34 St - Penn Station,WKD,69222
A28S,34 St - Penn Station,WKD,59946
A28S,34 St - Penn Station,WKD,60246
A28S,34 St - Penn Station,WKD,60456
A40N,High St,WKD,68760
A28N,34 St - Penn Station,WKD,69612
A40N,High St,WKD,69240
A28N,34 St - Penn Station,WKD,70092
A28S,34 St - Penn Station,WKD,60726
A28S,34 St - Penn Station,WKD,61026
A28S,34 St - Penn Station,WKD,61236
A28S,34 St - Penn Station,WKD,61446
A28S,34 St - Penn Station,WKD,61626
A40N,High St,WKD,69720
A28N,34 St - Penn Station,WKD,70572
A28S,34 St - Penn Station,WKD,61836
A40N,High St,WKD,70200
A28N,34 St - Penn Station,WKD,71052
A28S,34 St - Penn Station,WKD,62016
A28S,34 St - Penn Station,WKD,62196
A28S,34 St - Penn Station,WKD,62406
A40N,High St,WKD,70770
A28N,34 St - Penn Station,WKD,71622
A28S,34 St - Penn Station,WKD,62616
A40N,High St,WKD,71160
A28N,34 St - Penn Station,WKD,72012
A28S,34 St - Penn Station,WKD,62826
A28S,34 St - Penn Station,WKD,63096
A28S,34 St - Penn Station,WKD,63306
A40N,High St,WKD,71640
A28N,34 St - Penn Station,WKD,72492
A40N,High St,WKD,72120
A28N,34 St - Penn Station,WKD,72972
A28S,34 St - Penn Station,WKD,63546
A28S,34 St - Penn Station,WKD,63816
A28S,34 St - Penn Station,WKD,64146
A40N,High St,WKD,72600
A28N,34 St - Penn Station,WKD,73452
A28S,34 St - Penn Station,WKD,64386
A40N,High St,WKD,73080
A28N,34 St - Penn Station,WKD,73932
A28S,34 St - Penn Station,WKD,64716
A28S,34 St - Penn Station,WKD,64986
A28S,34 St - Penn Station,WKD,65346
A40N,High St,WKD,73560
A28N,34 St - Penn Station,WKD,74412
A28S,34 St - Penn Station,WKD,65736
A40N,High St,WKD,74040
A28N,34 St - Penn Station,WKD,74874
A28S,34 St - Penn Station,WKD,66096
A40N,High St,WKD,74640
A28N,34 St - Penn Station,WKD,75474
A28S,34 St - Penn Station,WKD,66444
A40N,High St,WKD,75240
A28N,34 St - Penn Station,WKD,76074
A28S,34 St - Penn Station,WKD,66804
A28S,34 St - Penn Station,WKD,67224
A28S,34 St - Penn Station,WKD,67734
A40N,High St,WKD,75840
A28N,34 St - Penn Station,WKD,76674
